dict,L,headword_slp1,parvan,cited_verse,adhyaya,shloka,vulgate,critical,verdict,critical_evidence,critical_score,bori_locus
PWG,15073,kar,1,1129,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,15073,kar,3,14899,241,20,present,present,present/present,quote-exact,0.895,"03,230.19a"
PWG,15073,kar,3,8320,87,24,present,present,present/present,quote-exact,1.0,"03,85.18c"
PWG,15073,kar,4,87,4,5,present,present,present/present,quote-exact,1.0,"04,4.5a"
PWG,15073,kar,1,2851,70,8,present,present,present/present,quote-exact,0.886,"01,64.7a"
PWG,15073,kar,3,797,20,21,present,present,present/present,quote-exact,1.0,"03,21.20c"
PWG,15073,kar,3,10318,119,18,present,present,present/present,quote-exact,0.957,"03,119.18c"
PWG,15073,kar,3,8328,88,3,present,present,present/present,quote-exact,1.0,"03,86.3c"
PWG,15073,kar,1,5813,145,31,present,present,present/present,quote-exact,1.0,"01,133.27c"
PWG,15073,kar,3,11886,164,4,present,present,present/present,quote-exact,1.0,"03,161.4a"
PWG,15073,kar,13,3162,62,60,present,present,present/present,quote-exact,1.0,"13,61.57c"
PWG,15073,kar,3,17289,313,4,present,absent,present/absent,none,0.355,"14,71.18a"
PWG,15073,kar,3,458,11,73,present,present,present/present,quote-exact,1.0,"03,12.73a"
PWG,15073,kar,4,1369,44,3,present,present,present/present,quote-exact,1.0,"04,39.3a"
PWG,15073,kar,4,585,19,29,present,present,present/present,quote-exact,1.0,"04,18.21c"
PWG,15073,kar,3,10066,111,9,present,present,present/present,quote-exact,1.0,"03,111.9c"
PWG,15073,kar,4,1676,54,17,present,present,present/present,quote-exact,0.88,"04,49.16c"
PWG,15073,kar,13,3149,62,47,present,present,present/present,quote-exact,1.0,"13,61.44c"
PWG,15073,kar,3,11755,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,15073,kar,3,12259,173,29,present,present,present/present,quote-exact,0.879,"03,170.26a"
PWG,15073,kar,3,842,21,23,present,present,present/present,quote-exact,1.0,"03,22.23a"
PWG,15073,kar,13,6735,145,53,present,present,present/present,quote-exact,1.0,"13,133.52c"
PWG,15073,kar,3,14767,236,27,present,present,present/present,quote-exact,0.915,"03,225.27a"
PWG,15073,kar,3,401,11,16,present,present,present/present,quote-exact,1.0,"03,12.16a"
PWG,15073,kar,3,730,18,14,present,present,present/present,quote-exact,1.0,"03,19.14c"
PWG,15073,kar,4,1677,54,18,present,present,present/present,quote-exact,1.0,"04,49.17c"
PWG,15073,kar,3,8747,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,15073,kar,14,884,31,12,present,present,present/present,quote-exact,0.929,"14,31.12a"
PWG,15073,kar,3,15326,257,2,present,present,present/present,quote-exact,0.895,"03,243.2c"
PWG,15073,kar,1,7087,187,17,present,absent,present/absent,none,0.24,"01,178.12a"
PWG,15073,kar,3,8260,85,118,present,present,present/present,quote-exact,0.895,"03,83.101c"
PWG,15073,kar,4,298,11,1,present,present,present/present,quote-exact,1.0,"04,10.1c"
PWG,15073,kar,1,7675,208,13,present,present,present/present,quote-exact,0.892,"01,200.12c"
PWG,15073,kar,3,1741,42,28,present,absent,present/absent,none,0.303,"13,127.3c"
PWG,15073,kar,13,6232,136,13,present,absent,present/absent,none,0.257,"03,82.82a"
PWG,15073,kar,3,13025,190,17,present,present,present/present,quote-exact,0.897,"03,188.18a"
PWG,15073,kar,3,13736,207,36,present,present,present/present,quote-exact,0.972,"03,198.35a"
PWG,15073,kar,3,13735,207,35,present,present,present/present,quote-exact,0.85,"03,198.34a"
PWG,15073,kar,13,2612,48,50,present,present,present/present,quote-exact,1.0,"13,48.49a"
PWG,15073,kar,13,4369,91,44,present,present,present/present,quote-exact,1.0,"13,91.44a"
PWG,15073,kar,13,2604,48,42,present,present,present/present,quote-exact,1.0,"13,48.41a"
PWG,15073,kar,13,3122,62,20,present,present,present/present,quote-exact,1.0,"13,61.17a"
PWG,15073,kar,1,3479,84,34,present,present,present/present,quote-fuzzy,0.636,"01,70.42c"
PWG,15074,kar,1,7022,185,13,present,present,present/present,quote-exact,1.0,"01,176.13c"
PWG,15076,kara,3,374,10,28,present,present,present/present,quote-exact,0.914,"03,11.28a"
PWG,15076,kara,2,904,23,15,present,absent,present/absent,none,0.273,"07,82.11c"
PWG,15076,kara,1,8153,222,21,present,absent,present/absent,none,0.0,
PWG,15076,kara,3,374,10,28,present,present,present/present,quote-exact,0.914,"03,11.28a"
PWG,15079,kara,2,1113,31,9,present,absent,present/absent,none,0.516,"02,27.25c"
PWG,15079,kara,2,1007,26,14,present,present,present/present,quote-exact,1.0,"02,23.24a"
PWG,15079,kara,2,1053,28,16,present,present,present/present,quote-exact,1.0,"02,25.16a"
PWG,15079,kara,3,15239,254,4,present,present,present/present,quote-fuzzy,0.618,"02,28.47e"
PWG,15079,kara,2,985,25,3,present,present,present/present,quote-exact,1.0,"02,23.3c"
PWG,15079,kara,2,1101,30,27,present,present,present/present,quote-exact,1.0,"02,27.25c"
PWG,15079,kara,3,1092,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,15080,karaka,1,7085,187,15,present,present,present/present,quote-fuzzy,0.804,"01,178.15a"
PWG,15080,karaka,13,3300,65,12,present,present,present/present,quote-exact,1.0,"13,64.12c"
PWG,15080,karaka,14,1926,65,14,present,present,present/present,quote-fuzzy,0.816,"14,64.11c"
PWG,15080,karaka,6,368,9,60,present,present,present/present,quote-exact,0.941,"06,10.58c"
PWG,15086,karakAyu,1,6982,183,5,present,present,present/present,quote-exact,1.0,"01,174.5a"
PWG,15092,karagrahaRa,2,900,23,11,present,absent,present/absent,none,0.486,"03,277.40a"
PWG,15099,karaja,3,15837,272,60,present,absent,present/absent,none,0.375,"12,39.9c"
PWG,15099,karaja,3,16412,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,15102,karaYja,3,14488,230,35,present,present,present/present,quote-exact,1.0,"03,219.34a"
PWG,15103,karaYjaka,13,6062,127,8,present,absent,present/absent,none,0.528,"13,109.38a"
PWG,15106,karawa,3,16039,278,39,present,present,present/present,quote-exact,1.0,"03,262.37a"
PWG,15106,karawa,3,441,11,56,present,present,present/present,quote-fuzzy,0.811,"03,12.56a"
PWG,15106,karawa,3,8704,100,16,present,present,present/present,quote-exact,1.0,"03,98.15a"
PWG,15106,karawa,4,757,22,64,present,present,present/present,quote-exact,0.944,"03,12.60c"
PWG,15106,karawa,4,1030,31,31,present,present,present/present,quote-exact,1.0,"04,30.26a"
PWG,15106,karawa,14,2183,75,9,present,present,present/present,quote-exact,1.0,"14,74.9a"
PWG,15106,karawa,6,370,9,62,present,present,present/present,quote-fuzzy,0.722,"06,10.60c"
PWG,15111,karaRa,1,2446,63,114,present,absent,present/absent,none,0.351,"01,45.14a"
PWG,15111,karaRa,1,4521,115,40,present,present,present/present,quote-exact,1.0,"01,107.33c"
PWG,15111,karaRa,3,15297,256,1,present,present,present/present,quote-exact,1.0,"03,242.1c"
PWG,15125,karatoyA,2,374,9,21,present,absent,present/absent,none,0.0,
PWG,15125,karatoyA,3,8145,85,3,present,present,present/present,quote-exact,1.0,"03,83.3a"
PWG,15125,karatoyA,13,1699,25,13,present,present,present/present,quote-exact,1.0,"13,26.12c"
PWG,15126,karatoyinI,13,4887,102,45,present,present,present/present,quote-exact,1.0,"13,105.45c"
PWG,15127,karada,1,7170,190,19,present,present,present/present,quote-exact,1.0,"01,181.18a"
PWG,15127,karada,3,15288,255,17,present,present,present/present,quote-exact,1.0,"03,241.29c"
PWG,15127,karada,2,1107,31,3,present,present,present/present,quote-fuzzy,0.794,"02,28.3a"
PWG,15127,karada,1,4462,113,38,present,present,present/present,quote-exact,1.0,"01,105.21a"
PWG,15129,karaMDama,14,78,4,15,present,present,present/present,quote-exact,1.0,"14,4.15a"
PWG,15129,karaMDama,2,327,8,16,present,present,present/present,quote-exact,0.892,"02,8.15c"
PWG,15129,karaMDama,13,6260,137,16,present,present,present/present,quote-fuzzy,0.848,"12,226.28c"
PWG,15131,karapaRya,2,1052,28,15,present,present,present/present,quote-fuzzy,0.711,"02,25.15a"
PWG,15140,karaprada,3,14774,237,3,present,present,present/present,quote-exact,1.0,"03,226.3a"
PWG,15142,karabAla,1,1432,30,49,present,present,present/present,quote-exact,1.0,"01,26.44a"
PWG,15144,karaBa,3,16138,280,47,present,present,present/present,quote-exact,0.941,"03,264.46a"
PWG,15144,karaBa,4,1197,37,2,present,absent,present/absent,none,0.375,"05,88.90c"
PWG,15144,karaBa,2,1200,32,18,present,present,present/present,quote-exact,1.0,"02,29.17c"
PWG,15144,karaBa,3,16347,284,27,present,present,present/present,quote-exact,1.0,"03,268.26c"
PWG,15144,karaBa,16,41,2,9,present,present,present/present,quote-exact,1.0,"16,3.7a"
PWG,15144,karaBa,2,577,14,13,present,present,present/present,quote-fuzzy,0.821,"02,13.11c"
PWG,15147,karaBaYjaka,6,377,9,69,present,present,present/present,quote-exact,0.903,"06,10.67c"
PWG,15158,karamarda,3,11571,158,48,present,present,present/present,quote-exact,1.0,"03,155.43c"
PWG,15164,karamBa,18,50,2,24,present,present,present/present,quote-exact,1.0,"18,2.24c"
PWG,15164,karamBa,1,3775,95,22,present,present,present/present,quote-exact,1.0,"01,90.21B"
PWG,15174,karavIra,1,7587,206,3,present,present,present/present,quote-exact,1.0,"01,198.3a"
PWG,15174,karavIra,3,14536,231,23,present,present,present/present,quote-exact,1.0,"03,220.23c"
PWG,15174,karavIra,3,17286,313,1,present,present,present/present,quote-exact,1.0,"03,297.1c"
PWG,15174,karavIra,1,1557,35,12,present,present,present/present,quote-fuzzy,0.778,"01,31.12c"
PWG,15174,karavIra,13,1730,25,44,present,present,present/present,quote-exact,1.0,"13,26.41e"
PWG,15183,karasTAlin,13,1243,17,129,absent,unchecked,absent/unchecked,no-adjudicable-half,0.0,
PWG,15188,karahAwaka,2,1173,31,69,present,present,present/present,quote-exact,0.875,"02,28.47a"
PWG,15196,karAla,1,6273,160,13,present,present,present/present,quote-exact,1.0,"01,148.13a"
PWG,15196,karAla,14,192,8,13,present,present,present/present,quote-exact,1.0,"07,173.21a"
PWG,15196,karAla,16,34,2,2,present,present,present/present,quote-exact,1.0,"16,3.2a"
PWG,15196,karAla,13,7367,158,14,present,present,present/present,quote-exact,1.0,"13,143.13c"
PWG,15196,karAla,1,4813,123,57,present,present,present/present,quote-exact,0.929,"01,59.43c"
PWG,15196,karAla,2,296,7,15,present,present,present/present,quote-exact,1.0,"02,7.13a"
PWG,15207,karin,1,8153,222,21,present,absent,present/absent,none,0.0,
PWG,15226,karIra,3,12361,177,23,present,present,present/present,quote-exact,1.0,"03,174.23c"
PWG,15241,karuRAy,3,336,9,13,present,present,present/present,quote-exact,1.0,"03,10.13a"
PWG,15249,karUza,1,4796,123,40,present,present,present/present,quote-fuzzy,0.794,"01,114.31a"
PWG,15249,karUza,2,124,4,29,present,present,present/present,quote-exact,1.0,"02,4.25c"
PWG,15249,karUza,13,5666,115,73,present,present,present/present,quote-exact,1.0,"13,116.68c"
PWG,15249,karUza,2,577,14,13,present,present,present/present,quote-fuzzy,0.821,"02,13.11c"
PWG,15250,karUzaka,3,10039,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,15254,kareRu,1,4477,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,15254,kareRu,2,694,17,18,present,present,present/present,quote-exact,0.897,"02,16.17c"
PWG,15254,kareRu,2,2076,61,17,present,present,present/present,quote-exact,0.882,"02,54.10a"
PWG,15254,kareRu,3,937,24,19,present,present,present/present,quote-exact,1.0,"03,25.19a"
PWG,15254,kareRu,3,16039,278,39,present,present,present/present,quote-exact,1.0,"03,262.37a"
PWG,15254,kareRu,4,585,19,29,present,present,present/present,quote-exact,1.0,"04,18.21c"
PWG,15254,kareRu,13,4899,102,57,present,present,present/present,quote-exact,1.0,"13,105.57c"
PWG,15257,kareRumatI,1,3831,95,78,present,present,present/present,quote-exact,0.913,"01,90.85A"
PWG,15262,karowaka,1,1553,35,8,present,present,present/present,quote-fuzzy,0.806,"01,31.8a"
PWG,15267,karka,13,4921,103,16,present,present,present/present,quote-exact,1.0,"13,106.16a"
PWG,15268,karkaKaRqa,3,15244,254,9,present,absent,present/absent,none,0.0,
PWG,15269,karkawa,4,272,9,29,present,present,present/present,quote-exact,1.0,"04,8.26c"
PWG,15287,karkara,1,1561,35,16,present,present,present/present,quote-fuzzy,0.759,"01,31.15e"
PWG,15298,karkaSa,3,16379,286,1,present,present,present/present,quote-exact,1.0,"03,270.1a"
PWG,15298,karkaSa,14,2175,74,31,present,present,present/present,quote-exact,1.0,"14,73.31a"
PWG,15300,karkaSatva,13,542,12,15,present,present,present/present,quote-exact,0.882,"13,12.13e"
PWG,15300,karkaSatva,3,10782,135,38,present,present,present/present,quote-exact,1.0,"03,135.38a"
PWG,15309,karkowaka,1,1550,35,5,present,present,present/present,quote-exact,1.0,"01,31.5a"
PWG,15309,karkowaka,1,4828,123,72,present,present,present/present,quote-exact,1.0,"01,114.61c"
PWG,15309,karkowaka,3,3072,79,10,present,absent,present/absent,none,0.432,"03,75.22a"
PWG,15309,karkowaka,8,2066,44,43,present,present,present/present,quote-exact,1.0,"08,30.45c"
PWG,15314,karRa,1,6662,173,17,present,present,present/present,quote-exact,1.0,"01,162.16a"
PWG,15314,karRa,1,2427,63,95,present,present,present/present,quote-exact,1.0,"01,57.80a"
PWG,15314,karRa,1,2764,67,128,present,absent,present/absent,none,0.559,"10,8.53a"
PWG,15314,karRa,1,5379,134,27,present,present,present/present,quote-exact,1.0,"01,124.25a"
PWG,15314,karRa,3,16098,280,7,present,present,present/present,quote-exact,1.0,"03,264.7c"
PWG,15314,karRa,5,5301,158,32,present,present,present/present,quote-exact,1.0,"05,155.29a"
PWG,15314,karRa,15,826,30,8,present,present,present/present,quote-exact,1.0,"15,38.8a"
PWG,15314,karRa,1,2783,67,147,present,present,present/present,quote-exact,1.0,"01,104.21c"
PWG,15314,karRa,1,4411,111,31,present,present,present/present,quote-fuzzy,0.788,"01,104.21c"
PWG,15314,karRa,1,2730,67,94,present,present,present/present,quote-exact,1.0,"01,108.3a"
PWG,15314,karRa,1,4542,116,2,present,absent,present/absent,none,0.471,"01,107.34c"
PWG,15351,karRapUra,3,11589,158,66,present,present,present/present,quote-exact,1.0,"03,155.58c"
PWG,15357,karRaprAvaraRa,2,1170,31,66,present,present,present/present,quote-exact,1.0,"02,28.43c"
PWG,15357,karRaprAvaraRa,2,1875,52,19,present,present,present/present,quote-fuzzy,0.765,"02,48.18c"
PWG,15377,karRavezwa,1,2696,67,60,present,present,present/present,quote-exact,1.0,"01,61.55c"
PWG,15385,karRaSravas,3,986,26,23,present,present,present/present,quote-exact,1.0,"03,27.23a"
PWG,15393,karRAwa,3,16352,284,32,present,present,present/present,quote-exact,1.0,"03,268.31c"
PWG,15406,karRika,3,12814,188,10,present,absent,present/absent,none,0.324,"12,214.1c"
PWG,15406,karRika,1,4820,123,64,present,present,present/present,quote-exact,1.0,"01,114.53a"
PWG,15408,karRikAra,3,935,24,17,present,present,present/present,quote-exact,0.92,"03,25.17c"
PWG,15408,karRikAra,3,11573,158,50,present,present,present/present,quote-exact,1.0,"03,155.45c"
PWG,15408,karRikAra,4,1523,48,18,present,present,present/present,quote-exact,1.0,"04,43.16a"
PWG,15410,karRin,13,886,14,295,present,absent,present/absent,none,0.0,
PWG,15410,karRin,3,1919,48,5,present,present,present/present,quote-exact,1.0,"03,46.5a"
PWG,15410,karRin,3,17237,311,18,present,present,present/present,quote-exact,1.0,"03,295.14a"
PWG,15410,karRin,4,1734,55,38,present,absent,present/absent,none,0.441,"08,5.58a"
PWG,15410,karRin,13,4988,104,34,present,present,present/present,quote-exact,0.938,"05,34.76a"
PWG,15421,kart,1,3333,80,2,present,present,present/present,quote-exact,1.0,"01,75.2a"
PWG,15421,kart,2,2530,77,17,present,present,present/present,quote-exact,1.0,"02,68.17c"
PWG,15421,kart,4,1816,57,37,present,present,present/present,quote-exact,0.921,"04,52.22c"
PWG,15421,kart,3,16048,279,6,present,present,present/present,quote-exact,1.0,"03,263.5a"
PWG,15421,kart,3,17212,310,35,present,present,present/present,quote-exact,1.0,"03,294.35a"
PWG,15421,kart,1,3641,91,15,present,present,present/present,quote-exact,0.946,"01,86.15a"
PWG,15421,kart,3,14579,231,66,present,present,present/present,quote-exact,1.0,"03,221.36c"
PWG,15421,kart,13,1982,30,43,present,present,present/present,quote-exact,0.895,"13,31.40a"
PWG,15421,kart,3,13294,197,22,present,absent,present/absent,none,0.306,"07,172.50c"
PWG,15421,kart,13,2906,56,3,present,present,present/present,quote-exact,1.0,"13,56.3a"
PWG,15421,kart,1,6810,177,3,present,present,present/present,quote-exact,1.0,"01,167.3c"
PWG,15421,kart,1,5938,151,8,present,present,present/present,quote-exact,1.0,"01,138.6c"
PWG,15421,kart,3,2006,51,40,present,present,present/present,quote-exact,1.0,"03,48.35c"
PWG,15421,kart,3,10590,129,20,present,present,present/present,quote-exact,1.0,"03,129.20a"
PWG,15421,kart,3,17207,310,30,present,present,present/present,quote-exact,1.0,"03,294.30a"
PWG,15421,kart,13,2067,32,24,present,absent,present/absent,none,0.394,"08,8.23a"
PWG,15421,kart,1,4408,111,28,present,absent,present/absent,none,0.324,"07,155.19a"
PWG,15421,kart,13,5027,104,73,present,present,present/present,quote-exact,1.0,"13,107.40c"
PWG,15421,kart,3,13581,203,35,present,present,present/present,quote-exact,1.0,"03,194.30a"
PWG,15421,kart,1,1181,19,24,present,absent,present/absent,none,0.483,"01,17.23a"
PWG,15421,kart,14,833,29,17,present,present,present/present,quote-exact,1.0,"14,29.17c"
PWG,15421,kart,13,1982,30,43,present,present,present/present,quote-exact,0.895,"13,31.40a"
PWG,15421,kart,13,2490,46,7,present,present,present/present,quote-exact,1.0,"13,46.6a"
PWG,15421,kart,3,806,20,30,present,present,present/present,quote-exact,1.0,"03,21.29a"
PWG,15421,kart,3,15989,277,46,present,present,present/present,quote-exact,1.0,"03,261.45a"
PWG,15421,kart,3,11714,160,54,present,present,present/present,quote-exact,1.0,"03,157.47a"
PWG,15421,kart,3,16488,289,26,present,present,present/present,quote-exact,1.0,"03,273.26c"
PWG,15421,kart,3,14443,229,42,present,present,present/present,quote-exact,1.0,"03,218.39c"
PWG,15421,kart,3,8846,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,15421,kart,3,15736,271,20,present,present,present/present,quote-exact,1.0,"03,255.20a"
PWG,15421,kart,1,2835,69,22,present,present,present/present,quote-exact,1.0,"01,63.16c"
PWG,15421,kart,3,11383,152,4,present,present,present/present,quote-fuzzy,0.618,"03,150.19a"
PWG,15421,kart,3,17214,310,37,present,present,present/present,quote-exact,0.98,"03,294.37a"
PWG,15427,kartar,13,1662,23,91,present,present,present/present,quote-exact,0.889,"13,24.89a"
PWG,15438,kartftva,3,1232,32,31,present,present,present/present,quote-exact,1.0,"03,33.29a"
PWG,15441,karttavya,1,5593,140,4,present,absent,present/absent,none,0.405,"12,284.12c"
PWG,15453,kardama,14,2683,89,40,present,present,present/present,quote-fuzzy,0.806,"14,91.37a"
PWG,15453,kardama,3,11353,150,45,present,present,present/present,quote-exact,1.0,"03,149.45a"
PWG,15453,kardama,1,1561,35,16,present,present,present/present,quote-fuzzy,0.759,"01,31.15e"
PWG,15453,kardama,12,2211,59,90,present,present,present/present,quote-exact,1.0,"12,59.96a"
PWG,15460,kardamila,3,10692,133,19,present,present,present/present,quote-exact,1.0,"03,133.18c"
PWG,15496,karmaka,3,8102,84,124,present,present,present/present,quote-fuzzy,0.829,"03,82.106e"
PWG,15497,karmakara,3,10382,122,4,present,present,present/present,quote-exact,1.0,"03,122.4a"
PWG,15497,karmakara,3,14672,233,24,present,present,present/present,quote-exact,1.0,"03,222.23a"
PWG,15523,karman,14,1354,49,7,present,present,present/present,quote-exact,1.0,"14,48.18c"
PWG,15523,karman,1,2219,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,15527,karmapaTa,13,583,13,2,present,present,present/present,quote-exact,1.0,"13,13.2a"
PWG,15536,karmamaya,3,129,2,83,present,present,present/present,quote-exact,1.0,"03,2.78c"
PWG,15536,karmamaya,14,1456,51,32,present,present,present/present,quote-exact,1.0,"14,50.32a"
PWG,15547,karmavajra,1,6487,169,8,present,present,present/present,quote-exact,1.0,"01,157.8a"
PWG,15548,karmavant,3,1263,32,62,present,present,present/present,quote-exact,1.0,"03,33.58a"
PWG,15548,karmavant,14,539,19,8,present,absent,present/absent,none,0.333,"14,19.8c"
PWG,15549,karmavaSa,13,72,1,72,present,present,present/present,quote-exact,1.0,"13,1.65a"
PWG,15553,karmavipAka,4,1405,45,12,present,present,present/present,quote-exact,1.0,"04,40.10c"
PWG,15553,karmavipAka,13,6566,143,3,present,present,present/present,quote-exact,1.0,"13,131.3a"
PWG,15554,karmaSAlA,1,7131,189,4,present,present,present/present,quote-exact,1.0,"01,180.4a"
PWG,15554,karmaSAlA,1,7148,189,21,present,present,present/present,quote-fuzzy,0.652,"01,180.19a"
PWG,15554,karmaSAlA,1,7179,190,28,present,present,present/present,quote-exact,1.0,"01,181.24a"
PWG,15568,karmAnta,2,165,5,31,present,present,present/present,quote-exact,1.0,"02,5.20a"
PWG,15569,karmAntara,1,2200,59,3,present,present,present/present,quote-fuzzy,0.838,"01,53.29a"
PWG,15575,karmin,3,1103,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,15575,karmin,14,604,20,6,present,present,present/present,quote-exact,1.0,"14,20.6c"
PWG,15575,karmin,1,6818,177,11,present,absent,present/absent,none,0.405,"09,56.17a"
PWG,15575,karmin,18,51,2,25,present,present,present/present,quote-exact,0.895,"18,2.25a"
PWG,15575,karmin,13,2386,43,10,present,present,present/present,quote-exact,1.0,"13,43.9a"
PWG,15575,karmin,1,2545,65,37,present,present,present/present,quote-fuzzy,0.743,"01,59.36c"
PWG,15575,karmin,3,14486,230,33,present,present,present/present,quote-exact,1.0,"03,219.32c"
PWG,15575,karmin,17,96,3,24,present,present,present/present,quote-exact,1.0,"17,3.23a"
PWG,15579,karmendriya,14,1116,42,15,present,present,present/present,quote-exact,1.0,"14,42.15a"
PWG,15582,karvawa,2,1098,30,24,present,present,present/present,quote-exact,0.912,"02,27.22a"
PWG,15587,karSana,13,6307,139,20,present,present,present/present,quote-exact,0.897,"13,126.20c"
PWG,15590,karz,1,6001,152,26,present,present,present/present,quote-exact,1.0,"01,139.22a"
PWG,15590,karz,1,6468,167,56,present,present,present/present,quote-exact,1.0,"01,155.52a"
PWG,15590,karz,3,521,12,61,present,present,present/present,quote-exact,1.0,"03,13.53a"
PWG,15590,karz,2,2227,67,41,present,present,present/present,quote-exact,0.926,"02,60.34c"
PWG,15590,karz,1,6001,152,26,present,present,present/present,quote-exact,1.0,"01,139.22a"
PWG,15590,karz,3,10494,126,12,present,present,present/present,quote-exact,1.0,"03,126.11a"
PWG,15590,karz,1,5992,152,17,present,present,present/present,quote-exact,1.0,"01,139.13c"
PWG,15590,karz,3,15428,260,24,present,present,present/present,quote-exact,1.0,"03,246.24a"
PWG,15590,karz,2,1776,49,52,present,present,present/present,quote-exact,1.0,"02,45.50a"
PWG,15590,karz,1,6289,161,12,present,present,present/present,quote-exact,1.0,"01,149.12a"
PWG,15590,karz,4,20,1,21,present,present,present/present,quote-exact,1.0,"04,1.17a"
PWG,15590,karz,3,66,2,20,present,present,present/present,quote-exact,1.0,"03,2.19c"
PWG,15590,karz,3,2307,61,11,present,absent,present/absent,none,0.389,"03,58.16c"
PWG,15590,karz,3,1272,33,9,present,present,present/present,quote-exact,1.0,"03,34.9a"
PWG,15590,karz,1,8367,227,39,present,present,present/present,quote-exact,1.0,"01,218.37c"
PWG,15590,karz,13,3014,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,15590,karz,13,5687,116,8,present,present,present/present,quote-exact,1.0,"13,117.7c"
PWG,15590,karz,13,7281,155,17,present,present,present/present,quote-fuzzy,0.8,"13,140.17a"
PWG,15590,karz,3,10615,130,23,present,present,present/present,quote-exact,1.0,"03,130.19a"
PWG,15590,karz,1,6330,163,7,present,present,present/present,quote-exact,1.0,"01,151.4a"
PWG,15590,karz,4,166,5,25,present,present,present/present,quote-exact,0.872,"04,5.22c"
PWG,15590,karz,3,290,7,4,present,present,present/present,quote-exact,1.0,"03,8.4a"
PWG,15590,karz,13,2699,51,32,present,present,present/present,quote-exact,1.0,"13,51.32a"
PWG,15590,karz,13,1814,26,56,present,present,present/present,quote-exact,0.917,"13,27.55a"
PWG,15590,karz,14,43,3,3,present,present,present/present,quote-exact,1.0,"14,3.3a"
PWG,15590,karz,2,223,5,89,present,present,present/present,quote-exact,1.0,"02,5.79a"
PWG,15590,karz,4,1589,51,7,present,present,present/present,quote-exact,1.0,"04,46.7a"
PWG,15590,karz,4,1909,59,9,present,present,present/present,quote-exact,1.0,"04,54.8a"
PWG,15590,karz,13,2186,37,3,present,present,present/present,quote-exact,1.0,"13,37.3a"
PWG,15590,karz,1,6205,158,7,present,present,present/present,quote-exact,1.0,"01,146.7a"
PWG,15590,karz,1,5104,129,42,present,absent,present/absent,none,0.385,"08,39.26a"
PWG,15590,karz,2,1361,37,24,present,present,present/present,quote-exact,1.0,"02,34.16a"
PWG,15590,karz,3,15064,248,11,present,present,present/present,quote-exact,1.0,"03,237.10c"
PWG,15590,karz,3,2358,62,26,present,present,present/present,quote-exact,1.0,"03,59.22a"
PWG,15590,karz,3,1599,39,49,present,absent,present/absent,none,0.243,"09,22.85a"
PWG,15590,karz,13,5007,104,53,present,present,present/present,quote-exact,1.0,"13,107.22c"
PWG,15590,karz,3,474,12,14,present,present,present/present,quote-exact,1.0,"03,13.13c"
PWG,15590,karz,2,207,5,73,present,present,present/present,quote-exact,1.0,"02,5.63a"
PWG,15590,karz,13,1642,23,71,present,present,present/present,quote-exact,1.0,"13,24.69a"
PWG,15590,karz,3,8670,99,54,present,absent,present/absent,none,0.324,"05,179.1a"
PWG,15590,karz,1,7109,188,10,present,present,present/present,quote-exact,1.0,"01,179.10a"
PWG,15590,karz,1,6805,176,47,present,present,present/present,quote-exact,1.0,"01,166.43a"
PWG,15590,karz,3,323,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,15590,karz,2,2291,68,41,present,present,present/present,quote-fuzzy,0.647,"02,61.41a"
PWG,15590,karz,1,6348,163,25,present,present,present/present,quote-fuzzy,0.816,"01,151.21c"
PWG,15590,karz,2,2290,68,40,present,present,present/present,quote-exact,1.0,"02,61.40a"
PWG,15590,karz,18,9,1,9,present,present,present/present,quote-exact,1.0,"18,1.9a"
PWG,15590,karz,3,10494,126,12,present,present,present/present,quote-exact,1.0,"03,126.11a"
PWG,15590,karz,1,7650,207,40,present,present,present/present,quote-exact,1.0,"01,199.39a"
PWG,15590,karz,1,8020,220,9,present,present,present/present,quote-exact,0.895,"01,212.9a"
PWG,15590,karz,4,355,13,31,present,present,present/present,quote-exact,0.875,"02,21.13c"
PWG,15590,karz,1,7869,214,25,present,present,present/present,quote-exact,0.892,"01,206.25a"
PWG,15590,karz,1,7850,214,6,present,present,present/present,quote-exact,0.857,"01,206.6c"
PWG,15590,karz,2,1810,50,26,present,present,present/present,quote-exact,1.0,"02,46.27a"
PWG,15590,karz,4,1635,53,3,present,present,present/present,quote-exact,1.0,"04,48.3c"
PWG,15590,karz,1,3613,90,14,present,present,present/present,quote-exact,1.0,"01,85.14c"
PWG,15590,karz,3,2996,76,41,present,present,present/present,quote-exact,0.861,"03,75.16a"
PWG,15590,karz,1,3616,90,17,present,present,present/present,quote-exact,0.915,"01,85.17c"
